,userId,movieId,timestamp
288,3,5048,1306464284
289,3,5181,1306463718
291,3,5764,1306464021
292,3,5919,1306463825
293,3,6238,1306464204
296,3,7991,1306463684
298,3,70946,1306463815
299,3,72378,1306464164
300,4,21,986935199
302,4,45,986935047
304,4,52,964622786
307,4,125,964622758
310,4,171,945078428
311,4,176,964622565
312,4,190,945079259
313,4,215,945079078
314,4,222,945629040
316,4,235,945173513
320,4,296,945173350
321,4,319,945079182
322,4,342,964538500
324,4,348,964622786
325,4,351,986934901
326,4,357,964623306
327,4,368,945078690
328,4,417,945078467
329,4,441,986934915
330,4,450,986848828
333,4,492,945079872
335,4,538,945078636
336,4,539,964538832
337,4,553,945079301
338,4,588,945079670
340,4,595,986848609
342,4,608,964540008
343,4,648,945079906
346,4,800,945079106
347,4,892,964622714
349,4,899,945079653
350,4,902,945078446
351,4,904,945079837
352,4,908,945173902
353,4,910,945173989
354,4,912,945173902
355,4,914,945079670
357,4,920,945173602
358,4,930,964538571
359,4,937,986849085
361,4,1046,945173654
362,4,1057,964540578
363,4,1060,986934819
364,4,1073,945079483
365,4,1077,945173692
367,4,1080,986934696
368,4,1084,945079259
369,4,1086,964539723
371,4,1103,964539723
372,4,1136,986934625
375,4,1188,964538500
379,4,1199,945078967
380,4,1203,945174025
382,4,1213,945079729
383,4,1219,964539961
384,4,1225,964539326
386,4,1259,964538728
387,4,1265,964622684
388,4,1266,986849037
389,4,1279,986934832
390,4,1282,945079653
391,4,1283,945078690
392,4,1288,945079653
393,4,1291,964538763
394,4,1304,945078467
395,4,1391,945173766
396,4,1449,945079767
397,4,1466,945173492
398,4,1500,964622830
399,4,1517,945079790
401,4,1597,945079906
402,4,1617,945079837
404,4,1704,945629015
407,4,1733,945079143
411,4,1883,964622642
414,4,1895,945629179
415,4,1907,964540505
416,4,1914,964622714
418,4,1923,986934870
419,4,1947,945079653
420,4,1966,964622684
421,4,1967,945078967
424,4,2076,945079052
427,4,2145,986935328
429,4,2174,964539855
430,4,2186,945174008
431,4,2203,945079729
432,4,2204,964540008
433,4,2282,945629238
435,4,2336,964538964
438,4,2390,945079164
439,4,2395,964623306
440,4,2406,986935302
444,4,2599,964622684
446,4,2683,945079790
448,4,2712,945078542
451,4,2770,945173553
452,4,2791,964539628
454,4,2858,964539140
456,4,2921,945078708
457,4,2926,986934870
458,4,2959,945078528
459,4,2973,945078946
460,4,2997,986848610
461,4,3033,986936200
462,4,3044,945079920
464,4,3079,964778197
466,4,3160,964539121
467,4,3175,964538930
471,4,3317,986934498
472,4,3358,964622758
474,4,3386,964539395
475,4,3408,986849238
476,4,3481,964538243
477,4,3489,986848908
479,4,3538,986849212
480,4,3591,986935199
482,4,3809,986936207
484,4,3897,986934465
485,4,3911,986849149
486,4,3967,986849164
489,4,4014,986849254
491,4,4021,986849180
494,4,4033,986849149
495,4,4034,986848753
497,4,4121,986934901
500,4,4226,1007569424
501,4,4239,986848685
502,4,4246,1007574542
506,4,4308,1007569465
509,4,4641,1007569586
516,5,1,847434962
517,5,21,847435238
518,5,34,847434881
519,5,36,847435292
520,5,39,847434961
523,5,110,847434880
524,5,150,847434748
525,5,153,847434802
529,5,261,847435238
531,5,266,847435311
533,5,296,847434748
534,5,300,847435337
535,5,316,847434832
537,5,344,847434802
538,5,349,847434832
539,5,357,847435238
542,5,380,847434748
543,5,410,847435292
545,5,474,847435337
548,5,527,847434960
550,5,534,847435311
551,5,588,847434801
552,5,589,847435258
553,5,590,847434747
554,5,592,847434747
555,5,594,847435238
556,5,595,847434832
557,5,596,847435292
558,5,597,847434962
559,5,608,847435258
560,6,2,845553522
561,6,3,845554296
562,6,4,845554349
563,6,5,845553938
564,6,6,845553757
565,6,7,845554264
566,6,8,845555281
567,6,10,845553253
569,6,13,845555588
570,6,15,845554505
571,6,16,845553819
572,6,17,845553559
573,6,19,845553382
574,6,21,845553382
575,6,22,845553875
576,6,24,845554397
577,6,25,845553695
578,6,26,845555362
579,6,27,845555402
580,6,31,845553819
582,6,34,845553354
583,6,36,845553726
584,6,41,845554962
585,6,43,845555607
586,6,45,845553907
592,6,61,845555454
593,6,62,845553660
594,6,65,845555070
596,6,76,845555317
598,6,86,845556131
599,6,87,845555300
600,6,88,845555694
601,6,89,845555124
602,6,92,845555454
603,6,93,845554584
604,6,95,845553559
605,6,100,845555151
606,6,102,845555436
607,6,104,845554349
609,6,110,845553283
611,6,113,845556257
613,6,135,845554987
616,6,145,845553966
618,6,150,845553110
619,6,151,845553586
620,6,153,845553146
621,6,158,845553660
622,6,159,845555006
623,6,160,845553457
624,6,161,845553253
625,6,163,845553907
627,6,168,845553695
628,6,170,845554263
629,6,171,845555402
630,6,174,845554479
631,6,177,845554931
632,6,179,845555362
633,6,180,845555006
634,6,181,845553938
636,6,186,845553619
637,6,189,845556241
640,6,196,845553586
641,6,201,845556290
642,6,204,845553619
645,6,208,845553253
646,6,209,845556106
647,6,210,845556310
648,6,212,845556181
649,6,216,845554099
651,6,218,845553994
653,6,222,845554024
654,6,224,845553794
655,6,225,845553381
656,6,230,845553966
658,6,234,845554176
659,6,236,845553559
660,6,237,845553875
662,6,240,845555571
663,6,243,845555588
664,6,248,845554263
667,6,252,845553619
669,6,254,845555655
670,6,256,845553726
671,6,257,845554176
673,6,261,845553695
676,6,266,845553457
677,6,267,845554376
678,6,270,845555172
679,6,271,845555249
681,6,274,845555151
682,6,276,845553907
683,6,277,845553844
684,6,279,845555436
685,6,281,845554320
686,6,282,845553522
687,6,288,845553283
688,6,289,845554455
690,6,292,845553253
692,6,296,845553110
695,6,304,845555546
697,6,312,845555151
701,6,316,845553174
704,6,327,845554062
707,6,332,845555046
708,6,333,845553757
710,6,337,845553586
711,6,339,845553253
713,6,342,845553938
715,6,344,845553146
716,6,347,845555300
717,6,348,845553938
718,6,349,845553146
720,6,351,845554455
721,6,352,845555382
723,6,354,845555402
725,6,356,845553200
726,6,357,845553457
727,6,358,845555265
728,6,359,845556412
730,6,361,845554376
735,6,368,845553726
738,6,374,845554296
739,6,377,845553317
740,6,378,845554987
741,6,380,845553110
742,6,381,845553994
743,6,382,845554397
744,6,383,845554320
746,6,410,845553354
748,6,415,845554420
749,6,416,845554962
751,6,426,845554551
752,6,432,845553489
753,6,434,845553200
754,6,435,845553489
755,6,437,845554505
756,6,440,845553457
758,6,450,845555024
760,6,455,845554062
762,6,458,845555546
763,6,460,845555281
764,6,466,845553844
767,6,472,845555632
768,6,474,845553522
771,6,480,845553200
772,6,485,845553794
773,6,489,845554505
774,6,490,845554584
776,6,493,845555172
777,6,494,845554176
778,6,497,845553819
779,6,500,845553354
781,6,505,845555317
782,6,508,845553586
784,6,510,845555546
786,6,516,845554908
787,6,520,845553844
788,6,524,845554479
789,6,527,845553426
791,6,532,845554224
793,6,537,845554551
794,6,539,845553426
795,6,540,845554099
796,6,542,845554524
797,6,543,845554099
798,6,546,845554349
801,6,553,845553559
802,6,569,845555342
804,6,587,845553381
805,6,588,845553146
806,6,589,845553317
807,6,590,845553109
808,6,592,845553109
810,6,594,845553819
811,6,595,845553174
812,6,596,845554141
813,6,597,845553354
815,6,608,845553844
816,6,609,845555342
818,6,628,845555300
819,6,631,845555265
820,6,637,845555046
821,6,640,845555362
822,6,647,845555151
823,6,662,845556147
826,6,697,845556378
827,6,700,845556147
830,6,709,845555249
831,6,710,845556223
832,6,711,845555317
833,6,719,845555694
834,6,736,845553619
836,6,762,845555006
837,6,765,845555632
838,6,775,845556462
843,6,801,845556194
844,6,802,845554584
847,6,835,845556194
848,6,837,845556241
849,6,838,845555514
853,6,852,845555694
854,6,867,845556412
856,6,881,845556340
859,6,979,845556808
860,6,981,845556567
861,6,986,845556475
862,6,991,845556808
863,6,996,845556323
864,6,999,845556412
867,6,1042,845556462
869,6,1061,845556860
870,6,1064,845556579
871,6,1073,845555571
873,6,1084,845555454
874,7,1,1106635946
877,7,150,1106635925
880,7,356,1106635915
881,7,380,1106635937
882,7,466,1106635532
883,7,480,1106635917
884,7,587,1106635714
885,7,588,1106635971
886,7,589,1106635940
887,7,592,1106635922
889,7,595,1106712636
890,7,648,1106635981
891,7,750,1106636810
893,7,920,1106635685
894,7,924,1106712615
895,7,1101,1106635502
898,7,1208,1106635462
900,7,1219,1106635496
903,7,1246,1106635678
904,7,1270,1106635681
905,7,1517,1106635489
906,7,1584,1106635423
908,7,1617,1107127060
910,7,1784,1106635416
911,7,1917,1106635484
912,7,1923,1106635444
913,7,1954,1106635657
916,7,2353,1106635625
917,7,2529,1106635640
919,7,2640,1106635540
920,7,2671,1113542732
921,7,2683,1106635420
923,7,2701,1106713076
924,7,2717,1106713081
926,7,2858,1106712546
927,7,3114,1106635500
928,7,3354,1106713005
929,7,3408,1106712549
930,7,3578,1106636534
934,7,3916,1106636596
935,7,3977,1106635635
936,7,3994,1161738301
937,7,4018,1106712913
938,7,4223,1106635742
939,7,4246,1110855253
940,7,4306,1106635524
941,7,4310,1107127033
947,7,4886,1106636531
949,7,4963,1106636702
952,7,5218,1106712866
953,7,5349,1106636606
955,7,5445,1106636707
957,7,5464,1106636612
958,7,5502,1106635745
960,7,5816,1106635705
962,7,5989,1106636600
963,7,5991,1106712818
966,7,6534,1157949714
967,7,6539,1106636584
968,7,6863,1106712827
972,7,7155,1173051472
973,7,7445,1107473963
975,7,8360,1106636782
976,7,8368,1106636592
978,7,8528,1106636844
979,7,8636,1106636511
981,7,8666,1106779625
983,7,8798,1106636602
985,7,8865,1106713549
987,7,8907,1110757877
989,7,8949,1110757890
990,7,8957,1106636098
991,7,8958,1110173697
994,7,8970,1106636069
995,7,8972,1111552650
996,7,8984,1106636101
998,7,30812,1113353083
1001,7,32029,1118025946
1002,7,32031,1122940686
1003,7,32296,1118026013
1004,7,32587,1128486479
1005,7,33162,1116550784
1007,7,33794,1121041002
1008,7,33836,1125442102
1009,7,34048,1121041015
1011,7,37741,1162163504
1015,7,45517,1157066190
1018,7,46530,1157949732
1020,7,48783,1162163488
1021,7,48997,1174263740
1025,7,49824,1173051469
1026,8,2,839463806
1027,8,10,839463509
1029,8,21,839463564
1031,8,34,839463546
1032,8,39,839463644
1035,8,110,839463527
1037,8,150,839463422
1038,8,153,839463451
1040,8,186,839463856
1041,8,208,839463509
1043,8,235,839464076
1044,8,236,839463767
1045,8,252,839463856
1047,8,282,839463767
1048,8,292,839463489
1049,8,296,839463422
1052,8,339,839463509
1053,8,356,839463527
1054,8,357,839463767
1057,8,377,839463644
1058,8,380,839463422
1059,8,432,839463702
1060,8,440,839463728
1063,8,480,839463527
1064,8,500,839463624
1065,8,527,839463728
1066,8,539,839463728
1067,8,586,839463702
1068,8,587,839463702
1069,8,590,839463422
1070,8,592,839463422
1072,8,597,839463728
1073,9,41,1044656650
1074,9,187,1044657119
1075,9,223,1044656650
1079,9,923,1044657026
1081,9,1095,1044657088
1083,9,1270,1044657088
1084,9,1674,1044656650
1085,9,1987,1044656716
1086,9,2011,1044657200
1087,9,2012,1044657237
1090,9,2877,1044657221
1091,9,2901,1044656716
1092,9,3173,1044656650
1093,9,3328,1044656650
1094,9,3735,1044657051
1095,9,4131,1044657221
1096,9,4558,1044656650
1098,9,5218,1044656811
1100,9,5445,1044656792
1101,9,5447,1044656836
1102,9,5451,1044656836
1103,9,5481,1044656836
1105,9,5841,1044657318
1106,9,5843,1044657269
1107,9,5872,1044656962
1114,9,5962,1044657338
1116,9,5988,1044657269
1119,10,296,1455303387
1120,10,356,1455301685
1121,10,588,1455306173
1122,10,597,1455357645
1123,10,912,1455302254
1124,10,1028,1455306152
1125,10,1088,1455619275
1127,10,1307,1455357613
1128,10,1784,1455301699
1129,10,1907,1455306183
1131,10,2671,1455357517
1133,10,2858,1455356578
1134,10,2959,1455356582
1135,10,3578,1455356591
1136,10,3882,1455398344
1137,10,4246,1455302676
1138,10,4306,1455356595
1139,10,4447,1455398321
1143,10,5377,1455301898
1144,10,5620,1455357578
1147,10,5957,1455397999
1148,10,6155,1455357557
1150,10,6377,1455306101
1151,10,6535,1455398379
1152,10,6942,1455301621
1153,10,7149,1455399533
1154,10,7151,1455302670
1156,10,7154,1455399087
1157,10,7169,1455303046
1158,10,7293,1455402085
1160,10,7451,1455399289
1161,10,7458,1455356656
1164,10,8636,1455356713
1167,10,8869,1455303064
1169,10,8969,1455302697
1170,10,8970,1455398160
1171,10,30749,1455398096
1173,10,31685,1455357602
1176,10,33794,1455302031
1177,10,40629,1455356796
1178,10,40819,1455301745
1179,10,41285,1455301854
1183,10,51662,1455356357
1185,10,51834,1455399396
1187,10,56367,1455301825
1188,10,56949,1455357531
1189,10,58047,1455302791
1191,10,59333,1455357564
1193,10,60397,1455302689
1194,10,60950,1455301965
1196,10,63113,1455302183
1199,10,66203,1455357596
1200,10,68954,1455304158
1202,10,69844,1455399200
1204,10,70293,1455398141
1206,10,72011,1455301741
1211,10,72998,1455356351
1212,10,73017,1455356691
1213,10,74450,1455357541
1216,10,79091,1455306124
1217,10,80549,1455399347
1218,10,81784,1455357716
1220,10,81847,1455399313
1222,10,82499,1455398390
1223,10,84374,1455357730
1224,10,86548,1455398396
1225,10,87222,1455306257
1226,10,88163,1455357504
1232,10,95167,1455398177
1233,10,95449,1455356885
1236,10,96079,1455302172
1238,10,97938,1455398105
1240,10,103335,1455398111
1241,10,103339,1455356177
1242,10,104374,1455357653
1243,10,105211,1455399232
1247,10,107141,1455399188
1249,10,109487,1455398092
1250,10,109853,1455357656
1252,10,113275,1455357698
1254,10,119145,1455302650
1255,10,129428,1455357384
1256,10,136020,1455302192
1259,11,6,902154266
1260,11,10,902154316
1261,11,36,902155135
1262,11,44,902154593
1263,11,95,902154458
1264,11,110,902154266
1265,11,150,902154266
1266,11,153,902154593
1268,11,170,902154621
1269,11,208,902154706
1270,11,292,902154383
1272,11,349,902154342
1273,11,356,901200263
1274,11,368,904510567
1276,11,377,902154431
1277,11,380,902154431
1278,11,434,902154685
1280,11,466,902154805
1281,11,474,902154431
1282,11,480,902154383
1283,11,493,902154805
1286,11,589,902154266
1288,11,648,902154514
1290,11,736,902154542
1292,11,1100,902154621
1293,11,1101,901200233
1295,11,1358,902155136
1296,11,1370,902154383
1297,11,1385,902154542
1298,11,1391,902154685
1300,11,1438,902154647
1301,11,1518,902154431
1302,11,1552,902154458
1303,11,1573,902154542
1304,11,1584,902155136
1305,11,1586,902154487
1306,11,1597,902154487
1307,11,1604,902154647
1308,11,1608,902154316
1311,11,1693,902155102
1312,11,1704,902155102
1313,11,1721,902154989
1314,11,1784,902155043
1315,11,1840,901200111
1316,11,1882,901200143
1317,11,1917,901200037
1318,11,1918,901200070
1319,11,1923,904510428
1320,11,2002,902154383
1321,11,2027,904510428
1322,11,2028,902153951
1323,12,39,1247264471
1324,12,168,1247264411
1325,12,222,1247263465
1326,12,256,1247263375
1327,12,261,1247263357
1328,12,277,1247263371
1329,12,357,1247264106
1330,12,543,1247263318
1332,12,838,1247264096
1333,12,920,1247264114
1334,12,1265,1247264118
1335,12,1357,1247263404
1336,12,1405,1247263395
1337,12,1721,1247264463
1338,12,1876,1247263334
1340,12,2100,1247263337
1342,12,2485,1247264406
1343,12,2572,1247263689
1344,12,2581,1247263444
1345,12,2694,1247263398
1346,12,2717,1247263428
1347,12,3668,1247264220
1348,12,3967,1247263471
1349,12,4018,1247264420
1350,12,5620,1247264417
1351,12,6942,1247264138
1353,12,40629,1247264192
1357,13,597,987456968
1360,13,1590,987457086
1361,13,1619,987895819
1362,13,1639,987456818
1363,13,1721,987456818
1364,13,2145,987456968
1365,13,2174,987456818
1366,13,2541,987456818
1368,13,3300,987895952
1370,13,3513,987895651
1371,13,3578,987895902
1372,13,3624,987895902
1373,13,3717,987895952
1376,13,3798,987895720
1377,13,3827,987895952
1379,13,3893,987895651
1380,13,3897,987895582
1382,13,3977,987895952
1384,13,4011,987895651
1386,14,4,835441653
1387,14,7,835441989
1388,14,19,835441168
1389,14,25,835441394
1391,14,39,835441186
1393,14,95,835441295
1395,14,110,835441107
1396,14,150,835440977
1397,14,153,835441012
1398,14,193,835441371
1400,14,266,835441168
1401,14,282,835441239
1402,14,288,835441107
1403,14,296,835440978
1405,14,337,835441239
1406,14,339,835441066
1407,14,344,835441012
1408,14,351,835441686
1409,14,356,835441239
1412,14,377,835441328
1413,14,383,835441729
1414,14,434,835441066
1415,14,448,835442201
1416,14,455,835441812
1418,14,480,835441262
1420,14,508,835441558
1422,14,524,835442007
1423,14,527,835441371
1424,14,539,835441415
1425,14,540,835441794
1427,14,553,835441239
1428,14,586,835441451
1429,14,590,835440977
1430,14,592,835440976
1432,14,597,835441431
1434,15,1,1510577970
1435,15,44,1299424916
1437,15,158,1299424840
1438,15,172,1299424762
1439,15,256,1299425021
1442,15,296,1510571877
1445,15,356,1510571873
1447,15,527,1510571982
1448,15,588,1510577985
1449,15,589,1510572012
1450,15,596,1510578088
1452,15,849,1299425064
1456,15,1200,1510572775
1458,15,1214,1510572684
1460,15,1265,1510572001
1461,15,1270,1510571953
1464,15,1653,1510572798
1466,15,2001,1299424826
1467,15,2011,1510572060
1468,15,2012,1510572114
1469,15,2028,1510571984
1473,15,2278,1299424998
1474,15,2329,1510572005
1477,15,2858,1510571751
1478,15,2916,1510572872
1479,15,2959,1510571747
1481,15,3156,1510573324
1482,15,3499,1510572526
1483,15,3510,1299425097
1484,15,3535,1510572486
1486,15,3578,1510571768
1487,15,3617,1299425200
1489,15,3949,1510572144
1490,15,3994,1510571677
1491,15,4018,1299425113
1493,15,4226,1510571774
1494,15,4306,1510577965
1497,15,4886,1510577956
1500,15,5445,1510571793
1504,15,5989,1510571938
1505,15,6377,1510577979
1506,15,6502,1510571682
1508,15,7254,1510572802
1510,15,8360,1510578083
1511,15,8644,1510572823
1514,15,48304,1510572550
1515,15,48774,1510573220
1518,15,56174,1510572810
1520,15,59315,1510572096
1522,15,63859,1510578158
1523,15,64614,1510572137
1524,15,68237,1510572824
1525,15,68954,1510577953
1527,15,70286,1510572656
1528,15,71057,1510578034
1529,15,71264,1510578103
1530,15,72998,1510572052
1531,15,79132,1510571930
1532,15,84152,1510572834
1534,15,85414,1510572833
1536,15,91500,1510573214
1538,15,94864,1510572894
1539,15,96610,1510572815
1540,15,97938,1510572473
1541,15,99114,1510571958
1542,15,101864,1510572902
1543,15,103249,1510573234
1544,15,104841,1510572095
1545,15,105504,1510572616
1547,15,109487,1510571878
1548,15,110102,1510573153
1549,15,111759,1510572026
1550,15,112556,1510572466
1551,15,112852,1510571973
1553,15,115713,1510572009
1554,15,120466,1510573154
1555,15,122882,1510572126
1557,15,122904,1510571949
1559,15,122924,1510573305
1560,15,134130,1510571883
1561,15,134853,1510572481
1563,15,152077,1510572535
1564,15,152081,1510578039
1565,15,158872,1510578028
1566,15,160980,1510572512
1571,16,111,1377477446
1572,16,204,1377476617
1575,16,296,1377477302
1577,16,319,1377476675
1578,16,356,1377477951
1579,16,527,1377476787
1580,16,541,1377477340
1582,16,608,1377477406
1585,16,750,1377476825
1586,16,849,1377476589
1588,16,904,1377476805
1589,16,912,1377476810
1591,16,923,1377477349
1592,16,1089,1377477608
1593,16,1136,1377476972
1596,16,1186,1377476649
1597,16,1188,1377476656
1598,16,1193,1377476813
1602,16,1199,1377477911
1604,16,1203,1377476856
1605,16,1207,1377476891
1606,16,1208,1377477450
1607,16,1213,1377476956
1608,16,1214,1377477839
1609,16,1219,1377477594
1610,16,1222,1377477957
1612,16,1230,1377477576
1614,16,1252,1377476948
1615,16,1260,1377476887
1618,16,1276,1377477457
1621,16,1617,1377477542
1622,16,1680,1377476680
1623,16,1704,1377477954
1626,16,2329,1377477278
1628,16,2490,1377476611
1630,16,2641,1377476582
1631,16,2707,1377476693
1632,16,2723,1377476594
1634,16,2858,1377476998
1635,16,2959,1377476874
1639,16,3174,1377476640
1641,16,3683,1377477908
1643,16,3949,1377477886
1645,16,4011,1377477891
1646,16,4226,1377476925
1647,16,4878,1377477936
1657,16,7361,1377477402
1663,16,68954,1377477654
1664,16,78499,1377477830
1665,16,79132,1377476916
1667,17,1,1305696483
1668,17,44,1305696245
1671,17,110,1305696470
1672,17,111,1326943208
1673,17,150,1305696497
1676,17,296,1305696455
1678,17,356,1305696457
1679,17,480,1305696463
1680,17,527,1305696664
1681,17,541,1322628857
1682,17,589,1305696475
1683,17,590,1305696492
1684,17,592,1305696480
1686,17,750,1307262443
1689,17,899,1305696265
1690,17,904,1307262274
1691,17,910,1305696226
1692,17,1032,1305696325
1693,17,1036,1305696741
1694,17,1089,1307262280
1695,17,1090,1322629080
1697,17,1100,1305696352
1698,17,1193,1305696771
1706,17,1213,1305696699
1708,17,1222,1305696870
1709,17,1228,1326943248
1712,17,1252,1307262291
1714,17,1259,1305696786
1716,17,1270,1305696846
1717,17,1291,1305696691
1718,17,1358,1322629202
1719,17,1375,1305696232
1720,17,1405,1305696277
1721,17,1466,1322629229
1723,17,1967,1305696313
1724,17,2005,1305696258
1726,17,2028,1305696726
1728,17,2329,1305696670
1729,17,2502,1322629245
1731,17,2717,1305696306
1733,17,2858,1322628761
1734,17,2959,1305696867
1735,17,3039,1305696285
1737,17,3263,1305696358
1738,17,3435,1307262260
1741,17,3702,1305696292
1742,17,3949,1322629083
1743,17,4226,1305696762
1744,17,4571,1305696310
1752,17,6870,1322629189
1755,17,7482,1305696864
1758,17,33794,1305696851
1764,17,68157,1305696894
1765,17,68358,1322629267
1767,17,78499,1305696624
1768,17,79132,1305696716
1772,18,1,1455209816
1773,18,2,1455617462
1774,18,6,1460138360
1775,18,16,1461311583
1777,18,34,1455617533
1778,18,36,1455617478
1781,18,70,1455735732
1782,18,104,1455748792
1783,18,110,1455050170
1784,18,111,1458516249
1785,18,145,1456864434
1786,18,163,1455748933
1788,18,180,1455617692
1789,18,208,1455617516
1790,18,223,1455617470
1792,18,235,1455529905
1794,18,288,1455617466
1796,18,296,1455050745
1799,18,337,1455748833
1800,18,344,1455209869
1801,18,356,1455050112
1805,18,374,1455617791
1806,18,377,1455209879
1807,18,380,1455209846
1808,18,431,1462138790
1809,18,435,1459946774
1810,18,442,1455748803
1812,18,466,1459946776
1813,18,480,1455209811
1814,18,500,1455618095
1816,18,508,1455749987
1817,18,527,1455050006
1818,18,541,1456745325
1819,18,555,1504907725
1820,18,586,1455748696
1821,18,588,1455209912
1822,18,589,1455209793
1823,18,590,1455209837
1825,18,595,1455209900
1826,18,608,1455050069
1827,18,628,1459495567
1828,18,648,1455209873
1829,18,653,1456955524
1830,18,673,1455735781
1832,18,778,1455050179
1835,18,849,1455735861
1837,18,904,1455050080
1838,18,908,1455748398
1841,18,923,1455059762
1842,18,924,1458516291
1843,18,1020,1456955800
1844,18,1036,1455618103
1845,18,1059,1455735783
1846,18,1080,1455231152
1847,18,1086,1473368992
1848,18,1089,1455051391
1849,18,1095,1502911292
1850,18,1136,1455210625
1852,18,1193,1517686025
1856,18,1203,1455050107
1858,18,1207,1455050736
1859,18,1208,1455051397
1863,18,1213,1455050000
1864,18,1214,1455050629
1865,18,1219,1455050177
1867,18,1222,1455050183
1869,18,1227,1485097725
1872,18,1245,1503000947
1873,18,1246,1455618445
1875,18,1252,1457565435
1876,18,1260,1455059781
1877,18,1270,1455748627
1878,18,1275,1456745019
1879,18,1276,1456438623
1880,18,1291,1455059809
1881,18,1356,1455231686
1882,18,1370,1455748921
1883,18,1371,1455617646
1884,18,1374,1456958429
1885,18,1375,1455231757
1886,18,1391,1455529835
1887,18,1466,1476901312
1888,18,1517,1455748555
1892,18,1608,1455735712
1893,18,1617,1459375071
1895,18,1653,1455748777
